Release.Date,Season,Episode,Episode.Title,Name,Sentence,lemma,tokens
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,"what unites people? armies? gold? flags? stories. there is nothing in the world more powerful than a good story. nothing can stop it. no enemy can defeat it. and who has a better story than bran the broken? the boy who fell from a high tower and lived. he knew he would never walk again, so he learned to fly. he crossed beyond the wall, a crippled boy, and became the three-eyed raven. he is our memory, the keeper of all our stories. the wars, weddings, births, massacres, famines. our triumphs... mm, our defeats, our past. who better to lead us into the future?",unites people army gold flag story nothing world powerful good story nothing stop enemy defeat better story bran broken boy fell high tower lived knew would never walk learned fly crossed beyond wall crippled boy became three eyed raven memory keeper story war wedding birth massacre famine triumph mm defeat past better lead u future,"['unites', 'people', 'army', 'gold', 'flag', 'story', 'nothing', 'world', 'powerful', 'good', 'story', 'nothing', 'stop', 'enemy', 'defeat', 'better', 'story', 'bran', 'broken', 'boy', 'fell', 'high', 'tower', 'lived', 'knew', 'would', 'never', 'walk', 'learned', 'fly', 'crossed', 'beyond', 'wall', 'crippled', 'boy', 'became', 'three', 'eyed', 'raven', 'memory', 'keeper', 'story', 'war', 'wedding', 'birth', 'massacre', 'famine', 'triumph', 'mm', 'defeat', 'past', 'better', 'lead', 'u', 'future']"
2019-05-19,Season 8,Episode 6,The Iron Throne,sansa stark,bran has no interest in ruling and he can not father children.,bran interest ruling father child,"['bran', 'interest', 'ruling', 'father', 'child']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,"good. sons of kings can be cruel and stupid, as you  know. his will never torment us. that is the wheel our queen wanted to break.",good son king cruel stupid know never torment u wheel queen wanted break,"['good', 'son', 'king', 'cruel', 'stupid', 'know', 'never', 'torment', 'u', 'wheel', 'queen', 'wanted', 'break']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,"from now on, rulers will not be born. they will be chosen on this spot by the lords and ladies of westeros to serve the realm.",ruler born chosen spot lord lady westeros serve realm,"['ruler', 'born', 'chosen', 'spot', 'lord', 'lady', 'westeros', 'serve', 'realm']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,"i know you do not want it. i know you do not care about power. but i ask you now, if we choose you will you wear the crown? will you lead the seven kingdoms to the best of your abilities from this day until your last day?",know want know care power ask choose wear crown lead seven kingdom best ability day last day,"['know', 'want', 'know', 'care', 'power', 'ask', 'choose', 'wear', 'crown', 'lead', 'seven', 'kingdom', 'best', 'ability', 'day', 'last', 'day']"
2019-05-19,Season 8,Episode 6,The Iron Throne,bran stark,why do you think i came all this way?,think came way,"['think', 'came', 'way']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,to brandon of house stark... i say aye.,brandon house stark say aye,"['brandon', 'house', 'stark', 'say', 'aye']"
2019-05-19,Season 8,Episode 6,The Iron Throne,sam,aye.,aye,['aye']
2019-05-19,Season 8,Episode 6,The Iron Throne,edmure,aye.,aye,['aye']
2019-05-19,Season 8,Episode 6,The Iron Throne,riverlands lord,aye.,aye,['aye']
2019-05-19,Season 8,Episode 6,The Iron Throne,yohn royce,aye.,aye,['aye']
2019-05-19,Season 8,Episode 6,The Iron Throne,maester wolkan,aye.,aye,['aye']
2019-05-19,Season 8,Episode 6,The Iron Throne,robin,aye.,aye,['aye']
2019-05-19,Season 8,Episode 6,The Iron Throne,dornish prince,aye.,aye,['aye']
2019-05-19,Season 8,Episode 6,The Iron Throne,yara greyjoy,aye.,aye,['aye']
2019-05-19,Season 8,Episode 6,The Iron Throne,ironborn lord,aye.,aye,['aye']
2019-05-19,Season 8,Episode 6,The Iron Throne,vale lord,aye.,aye,['aye']
2019-05-19,Season 8,Episode 6,The Iron Throne,gendry baratheon,aye.,aye,['aye']
2019-05-19,Season 8,Episode 6,The Iron Throne,davos,"i am not sure i get a vote, but aye.",sure get vote aye,"['sure', 'get', 'vote', 'aye']"
2019-05-19,Season 8,Episode 6,The Iron Throne,brienne,aye.,aye,['aye']
2019-05-19,Season 8,Episode 6,The Iron Throne,sansa stark,"i love you, little brother. i always will. you will be a good king. but tens of thousands of northmen fell in the great war defending all of westeros. and those who survived have seen too much and fought too hard ever to kneel again. the north will remain an independent kingdom, as it was for thousands of years.",love little brother always good king ten thousand northman fell great war defending westeros survived seen much fought hard ever kneel north remain independent kingdom thousand year,"['love', 'little', 'brother', 'always', 'good', 'king', 'ten', 'thousand', 'northman', 'fell', 'great', 'war', 'defending', 'westeros', 'survived', 'seen', 'much', 'fought', 'hard', 'ever', 'kneel', 'north', 'remain', 'independent', 'kingdom', 'thousand', 'year']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,"all hail bran the broken, first of his name, king of the andals and the first men, lord of the six kingdoms and protector of the realm.",hail bran broken first name king andals first men lord six kingdom protector realm,"['hail', 'bran', 'broken', 'first', 'name', 'king', 'andals', 'first', 'men', 'lord', 'six', 'kingdom', 'protector', 'realm']"
2019-05-19,Season 8,Episode 6,The Iron Throne,all,all hail bran the broken!,hail bran broken,"['hail', 'bran', 'broken']"
2019-05-19,Season 8,Episode 6,The Iron Throne,bran stark,"lord tyrion, you will be my hand.",lord tyrion hand,"['lord', 'tyrion', 'hand']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,"n- no, your grace, i do not want it.",n grace want,"['n', 'grace', 'want']"
2019-05-19,Season 8,Episode 6,The Iron Throne,bran stark,and i do not want to be king.,want king,"['want', 'king']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,"i do not deserve it. i thought i was wise, but i was not. i thought i knew what was right, but i did not. choose ser davos. choose anyone else.",deserve thought wise thought knew right choose ser davos choose anyone else,"['deserve', 'thought', 'wise', 'thought', 'knew', 'right', 'choose', 'ser', 'davos', 'choose', 'anyone', 'else']"
2019-05-19,Season 8,Episode 6,The Iron Throne,bran stark,i choose you.,choose,['choose']
2019-05-19,Season 8,Episode 6,The Iron Throne,grey worm,you cannot.,cannot,['cannot']
2019-05-19,Season 8,Episode 6,The Iron Throne,bran stark,"yes, i can. i am king.",yes king,"['yes', 'king']"
2019-05-19,Season 8,Episode 6,The Iron Throne,grey worm,this man is a criminal. he deserves justice.,man criminal deserves justice,"['man', 'criminal', 'deserves', 'justice']"
2019-05-19,Season 8,Episode 6,The Iron Throne,bran stark,he just got it. he is made many terrible mistakes. he is going to spend the rest of his life fixing them.,got made many terrible mistake going spend rest life fixing,"['got', 'made', 'many', 'terrible', 'mistake', 'going', 'spend', 'rest', 'life', 'fixing']"
2019-05-19,Season 8,Episode 6,The Iron Throne,grey worm,it is not enough.,enough,['enough']
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,giving you to the unsullied would start a war. letting you walk free would start a war. so our new king has chosen to send you to the night's watch.,giving unsullied would start war letting walk free would start war new king chosen send night's watch,"['giving', 'unsullied', 'would', 'start', 'war', 'letting', 'walk', 'free', 'would', 'start', 'war', 'new', 'king', 'chosen', 'send', ""night's"", 'watch']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,there is still a night's watch?,still night's watch,"['still', ""night's"", 'watch']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,the world will always need a home for bastards and broken men.,world always need home bastard broken men,"['world', 'always', 'need', 'home', 'bastard', 'broken', 'men']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,"you shall take no wife, hold no lands, father no children. the unsullied wanted your head of course, but grey worm has accepted the justice of a life sentence. sansa and arya wanted you freed, but they understand our new king needs to make peace. no one is very happy. which means it is a good compromise, i suppose.",shall take wife hold land father child unsullied wanted head course grey worm accepted justice life sentence sansa arya wanted freed understand new king need make peace one happy mean good compromise suppose,"['shall', 'take', 'wife', 'hold', 'land', 'father', 'child', 'unsullied', 'wanted', 'head', 'course', 'grey', 'worm', 'accepted', 'justice', 'life', 'sentence', 'sansa', 'arya', 'wanted', 'freed', 'understand', 'new', 'king', 'need', 'make', 'peace', 'one', 'happy', 'mean', 'good', 'compromise', 'suppose']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,was it right? what i did?,right,['right']
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,what we did.,,[]
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,it does not feel right.,feel right,"['feel', 'right']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,ask me again in ten years.,ask ten year,"['ask', 'ten', 'year']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,i do not expect we will ever see each other again.,expect ever see,"['expect', 'ever', 'see']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,i would not be so sure. a few years as hand of the king would make anyone want to piss off the edge of the world.,would sure year hand king would make anyone want piss edge world,"['would', 'sure', 'year', 'hand', 'king', 'would', 'make', 'anyone', 'want', 'piss', 'edge', 'world']"
2019-05-19,Season 8,Episode 6,The Iron Throne,unsullied captain,all the men have boarded.,men boarded,"['men', 'boarded']"
2019-05-19,Season 8,Episode 6,The Iron Throne,grey worm,good. we sail for the isle of naath.,good sail isle naath,"['good', 'sail', 'isle', 'naath']"
2019-05-19,Season 8,Episode 6,The Iron Throne,sansa stark,i wish there had been another way. can you forgive me?,wish another way forgive,"['wish', 'another', 'way', 'forgive']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,"the north is free, thanks to you.",north free thanks,"['north', 'free', 'thanks']"
2019-05-19,Season 8,Episode 6,The Iron Throne,sansa stark,but they lost their king.,lost king,"['lost', 'king']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,ned stark's daughter will speak for them. she is the best they could ask for.,ned stark's daughter speak best could ask,"['ned', ""stark's"", 'daughter', 'speak', 'best', 'could', 'ask']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,"you can come see me, you know, at castle black.",come see know castle black,"['come', 'see', 'know', 'castle', 'black']"
2019-05-19,Season 8,Episode 6,The Iron Throne,arya stark,i can not.,,[]
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,you think anyone will dare tell you women are not allowed?,think anyone dare tell woman allowed,"['think', 'anyone', 'dare', 'tell', 'woman', 'allowed']"
2019-05-19,Season 8,Episode 6,The Iron Throne,arya stark,i am not going back north.,going back north,"['going', 'back', 'north']"
2019-05-19,Season 8,Episode 6,The Iron Throne,sansa stark,where are you going?,going,['going']
2019-05-19,Season 8,Episode 6,The Iron Throne,arya stark,what is west of westeros?,west westeros,"['west', 'westeros']"
2019-05-19,Season 8,Episode 6,The Iron Throne,arya stark,no one knows. it is where all the maps stop. that is where i am going.,one know map stop going,"['one', 'know', 'map', 'stop', 'going']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,you have your needle?,needle,['needle']
2019-05-19,Season 8,Episode 6,The Iron Throne,arya stark,right here.,right,['right']
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,your grace.,grace,['grace']
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,i am sorry i was not there when you needed me.,sorry needed,"['sorry', 'needed']"
2019-05-19,Season 8,Episode 6,The Iron Throne,bran stark,you  exactly where you  supposed to be.,exactly supposed,"['exactly', 'supposed']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,that is not- uh-,uh,['uh']
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,what is this?,,[]
2019-05-19,Season 8,Episode 6,The Iron Throne,sam,a song of ice and fire. archmaester ebrose's history of the wars following the death of king robert. i helped him with the title.,song ice fire archmaester ebrose's history war following death king robert helped title,"['song', 'ice', 'fire', 'archmaester', ""ebrose's"", 'history', 'war', 'following', 'death', 'king', 'robert', 'helped', 'title']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,i suppose i come in for some heavy criticism.,suppose come heavy criticism,"['suppose', 'come', 'heavy', 'criticism']"
2019-05-19,Season 8,Episode 6,The Iron Throne,sam,"oh, i would not say that.",oh would say,"['oh', 'would', 'say']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,"oh, he is kind to me. never wouldo ve guessed.",oh kind never wouldo guessed,"['oh', 'kind', 'never', 'wouldo', 'guessed']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,he is not kind?,kind,['kind']
2019-05-19,Season 8,Episode 6,The Iron Throne,sam,he-,,[]
